Index,Summary
3120,"Experienced casino dealer needed.  Must have numerical skills, strong customer service, and teamwork abilities.  Shift work required, including weekends and holidays. Gaming experience a plus."
3121,"Sales executive needed to handle inbound/outbound calls, manage leads, overcome objections, hit sales targets, and upsell upgrades/renewals.  £18,000 salary, £50,000 OTE. Excellent benefits."
3122,"Sales executive needed to handle inbound/outbound calls, manage leads, overcome objections, meet sales targets, and upsell upgrades/renewals.  £18k base salary, £50k OTE. Excellent benefits included."
3123,"Treasury Dealer needed for EMEA, ASIAPAC, and North America cash management.  Responsibilities include FX trading (360T), settlement, exposure calculations, and reporting. Requires a 2.1 Finance degree and strong MS Office skills."
3124,"Dealer Services Advisor: Provides customer support, ensures policy compliance, reviews procedures, collaborates with teams, and maintains accurate records.  Requires adaptability, teamwork skills, and attention to detail."
3125,"Dealer Logistics Manager manages inventory system PRIM,  improves service levels, implements strategies, monitors KPIs, and develops projects enhancing customer satisfaction and dealer support. Requires supply chain/project management experience, international collaboration skills, and advanced analytical abilities."
3126,"Experienced live gaming dealer needed.  Must have numerical skills, strong customer service, and ability to work various shifts including weekends.  Prior gaming experience a plus.  PFL required."
3127,"Experienced croupier needed for casino.  Must understand games, payouts, and high-value players.  Excellent customer service skills essential. Shift work, including weekends and holidays. PFL preferred."
3128,"Experienced live gaming dealer needed.  Must have numerical skills, excellent customer service, and ability to work varying shifts including weekends and holidays.  Prior gaming experience a plus. Valid PFL required."
3129,"Experienced croupier needed for casino.  Must understand games, payouts, and high-value players.  Excellent customer service skills essential. Shift work including weekends and holidays required. PFL preferred."
3130,"Live Dealer Manager needed.  Responsibilities include marketing campaign planning & execution, stakeholder relationship management, content localization, performance analysis, and cross-team collaboration.  E-commerce/CRM experience preferred."
3131,"Senior Dealer manages fixed income portfolios, derivatives, and money market instruments.  Requires strong market knowledge, analytical skills, and experience in a large retail bank treasury.  Excel, Bloomberg proficiency essential.  No direct reports."
3132,"Junior Dealer needed with BSc/MSc in relevant field.  Responsibilities include monitoring trading systems, hedging exposures, collaborating with other departments, and market analysis.  CySEC or CFA is a plus.  Strong analytical and communication skills required."
3133,"Analyze dealer network performance, creating dashboards and reports using data visualization tools (Tableau, Power BI).  Develop performance management systems,  driving adoption and providing insights to regional teams. Requires strong analytical and presentation skills, automotive industry knowledge, and advanced Excel proficiency."
3134,"Full-time permanent sales advisor role focusing on dealer relationships.  Requires strong communication, negotiation, and relationship-building skills.  Automotive experience preferred but not essential.  Overtime available."
3135,"Senior Dealer needed with significant investment experience.  Responsibilities include trade authorization, complex query handling, process improvement, and project support.  Requires strong analytical, communication, and problem-solving skills.  IOC qualification desirable."
3136,"Dealer needed for 24/5 shifts monitoring trading platforms, analyzing performance & risk, detecting abusive trading, and reporting per CySEC regulations.  Requires strong analytical skills,  Microsoft Office & MT4 proficiency, and a CySEC advanced certification."
3137,"Portfolio Manager/Dealer needed.  CySEC Advanced certification required.  Responsibilities include monitoring trading platforms, performance, risk, and compliance.  Excellent analytical and numerical skills essential.  Shift work (24/5)."
3138,"Home-based UK Account Manager needed for a leading SaaS provider.  £35k-£42k base, £20k-£30k bonus, car allowance & benefits.  Identify dealers, develop new products, and drive business objectives through senior stakeholder networking.  Data gathering also required."
3139,"Financial analyst needed for Honda.  Responsibilities include creating dealer performance reports (monthly, weekly), managing data systems, collaborating with suppliers, and presenting findings to senior management.  Requires strong analytical, communication, and Excel skills.  European travel required."
3140,"Casino dealer needed.  Assist customers, understand games & payouts, work shifts including weekends/holidays.  Numerical ability essential; gaming experience a plus.  Teamwork and customer service focus."
3141,"Casino dealer needed.  Assist customers, understand games/payouts, work shifts (including weekends/holidays).  Strong numerical skills essential; gaming experience a plus.  Teamwork and excellent customer service required."
3142,"Field consultant needed for dealer marketing.  Responsibilities include project management, client communication, campaign effectiveness reporting, and market analysis.  Requires multi-channel marketing experience (social, PPC, CRM, print), fluency in French and English, and strong organizational skills. Automotive/agricultural experience preferred."
